date,close,symbol
2020-08-27,500.04,AAPL
2020-08-28,499.23,AAPL
2020-08-31,129.04,AAPL
2020-09-01,134.18,AAPL
2020-09-02,131.4,AAPL
2020-09-03,120.88,AAPL
2020-09-04,120.96,AAPL
2020-09-08,112.82,AAPL
2020-09-09,117.32,AAPL
2020-09-10,113.49,AAPL
2020-09-11,112.0,AAPL
2020-09-14,115.355,AAPL
2020-09-15,115.54,AAPL
2020-09-16,112.13,AAPL
2020-09-17,110.34,AAPL
2020-09-18,106.84,AAPL
2020-09-21,110.08,AAPL
2020-09-22,111.81,AAPL
2020-09-23,107.12,AAPL
2020-09-24,108.22,AAPL
2020-09-25,112.28,AAPL
2020-09-28,114.96,AAPL
2020-09-29,114.09,AAPL
2020-09-30,115.81,AAPL
2020-10-01,116.79,AAPL
2020-10-02,113.02,AAPL
2020-10-05,116.5,AAPL
2020-10-06,113.16,AAPL
2020-10-07,115.08,AAPL
2020-10-08,114.97,AAPL
2020-10-09,116.97,AAPL
2020-10-12,124.4,AAPL
2020-10-13,121.1,AAPL
2020-10-14,121.19,AAPL
2020-10-15,120.71,AAPL
2020-10-16,119.02,AAPL
2020-10-19,115.98,AAPL
2020-10-20,117.51,AAPL
2020-10-21,116.87,AAPL
2020-10-22,115.75,AAPL
2020-10-23,115.04,AAPL
2020-10-26,115.05,AAPL
2020-10-27,116.6,AAPL
2020-10-28,111.2,AAPL
2020-10-29,115.32,AAPL
2020-10-30,108.86,AAPL
2020-11-02,108.77,AAPL
2020-11-03,110.44,AAPL
2020-11-04,114.95,AAPL
2020-11-05,119.03,AAPL
2020-11-06,118.69,AAPL
2020-11-09,116.32,AAPL
2020-11-10,115.97,AAPL
2020-11-11,119.49,AAPL
2020-11-12,119.21,AAPL
2020-11-13,119.26,AAPL
2020-11-16,120.3,AAPL
2020-11-17,119.39,AAPL
2020-11-18,118.03,AAPL
2020-11-19,118.64,AAPL
2020-11-20,117.34,AAPL
2020-11-23,113.85,AAPL
2020-11-24,115.17,AAPL
2020-11-25,116.03,AAPL
2020-11-27,116.59,AAPL
2020-11-30,119.05,AAPL
2020-12-01,122.72,AAPL
2020-12-02,123.08,AAPL
2020-12-03,122.94,AAPL
2020-12-04,122.25,AAPL
2020-12-07,123.75,AAPL
2020-12-08,124.38,AAPL
2020-12-09,121.78,AAPL
2020-12-10,123.24,AAPL
2020-12-11,122.41,AAPL
2020-12-14,121.78,AAPL
2020-12-15,127.88,AAPL
2020-12-16,127.81,AAPL
2020-12-17,128.7,AAPL
2020-12-18,126.655,AAPL
2020-12-21,128.23,AAPL
2020-12-22,131.88,AAPL
2020-12-23,130.96,AAPL
2020-12-24,131.97,AAPL
2020-12-28,136.69,AAPL
2020-12-29,134.87,AAPL
2020-12-30,133.72,AAPL
2020-12-31,132.69,AAPL
2021-01-04,129.41,AAPL
2021-01-05,131.01,AAPL
2021-01-06,126.6,AAPL
2021-01-07,130.92,AAPL
2021-01-08,132.05,AAPL
2021-01-11,128.98,AAPL
2021-01-12,128.8,AAPL
2021-01-13,130.89,AAPL
2021-01-14,128.91,AAPL
2021-01-15,127.14,AAPL
2021-01-19,127.83,AAPL
2021-01-20,132.03,AAPL
2021-01-21,136.87,AAPL
2021-01-22,139.07,AAPL
2021-01-25,142.92,AAPL
2021-01-26,143.16,AAPL
2021-01-27,142.06,AAPL
2021-01-28,137.09,AAPL
2021-01-29,131.96,AAPL
2021-02-01,134.14,AAPL
2021-02-02,134.99,AAPL
2021-02-03,133.94,AAPL
2021-02-04,137.39,AAPL
2021-02-05,136.76,AAPL
2021-02-08,136.91,AAPL
2021-02-09,136.01,AAPL
2021-02-10,135.39,AAPL
2021-02-11,135.13,AAPL
2021-02-12,135.37,AAPL
2021-02-16,133.19,AAPL
2021-02-17,130.84,AAPL
2021-02-18,129.71,AAPL
2021-02-19,129.87,AAPL
2021-02-22,126.0,AAPL
2021-02-23,125.86,AAPL
2021-02-24,125.35,AAPL
2021-02-25,120.99,AAPL
2021-02-26,121.26,AAPL
2021-03-01,127.79,AAPL
2021-03-02,125.12,AAPL
2021-03-03,122.06,AAPL
2021-03-04,120.13,AAPL
2021-03-05,121.42,AAPL
2021-03-08,116.36,AAPL
2021-03-09,121.085,AAPL
2021-03-10,119.98,AAPL
2021-03-11,121.96,AAPL
2021-03-12,121.03,AAPL
2021-03-15,123.99,AAPL
2021-03-16,125.57,AAPL
2021-03-17,124.76,AAPL
2021-03-18,120.53,AAPL
2021-03-19,119.99,AAPL
2021-03-22,123.39,AAPL
2021-03-23,122.54,AAPL
2021-03-24,120.09,AAPL
2021-03-25,120.59,AAPL
2021-03-26,121.21,AAPL
2021-03-29,121.39,AAPL
2021-03-30,119.9,AAPL
2021-03-31,122.15,AAPL
2021-04-01,123.0,AAPL
2021-04-05,125.9,AAPL
2021-04-06,126.21,AAPL
2021-04-07,127.9,AAPL
2021-04-08,130.36,AAPL
2021-04-09,132.995,AAPL
2021-04-12,131.24,AAPL
2021-04-13,134.43,AAPL
2021-04-14,132.03,AAPL
2021-04-15,134.5,AAPL
2021-04-16,134.16,AAPL
2021-04-19,134.84,AAPL
2021-04-20,133.11,AAPL
2021-04-21,133.5,AAPL
2021-04-22,131.94,AAPL
2021-04-23,134.32,AAPL
2021-04-26,134.72,AAPL
2021-04-27,134.39,AAPL
2021-04-28,133.58,AAPL
2021-04-29,133.48,AAPL
2021-04-30,131.46,AAPL
2021-05-03,132.54,AAPL
2021-05-04,127.85,AAPL
2021-05-05,128.1,AAPL
2021-05-06,129.74,AAPL
2021-05-07,130.21,AAPL
2021-05-10,126.85,AAPL
2021-05-11,125.91,AAPL
2021-05-12,122.77,AAPL
2021-05-13,124.97,AAPL
2021-05-14,127.45,AAPL
2021-05-17,126.27,AAPL
2021-05-18,124.85,AAPL
2021-05-19,124.69,AAPL
2021-05-20,127.31,AAPL
2021-05-21,125.43,AAPL
2021-05-24,127.1,AAPL
2021-05-25,126.9,AAPL
2021-05-26,126.85,AAPL
2021-05-27,125.28,AAPL
2021-05-28,124.61,AAPL
2021-06-01,124.28,AAPL
2021-06-02,125.06,AAPL
2021-06-03,123.54,AAPL
2021-06-04,125.89,AAPL
2021-06-07,125.9,AAPL
2021-06-08,126.74,AAPL
2021-06-09,127.13,AAPL
2021-06-10,126.11,AAPL
2021-06-11,127.35,AAPL
2021-06-14,130.48,AAPL
2021-06-15,129.64,AAPL
2021-06-16,130.15,AAPL
2021-06-17,131.79,AAPL
2021-06-18,130.46,AAPL
2021-06-21,132.3,AAPL
2021-06-22,133.98,AAPL
2021-06-23,133.7,AAPL
2021-06-24,133.41,AAPL
2021-06-25,133.11,AAPL
2021-06-28,134.78,AAPL
2021-06-29,136.33,AAPL
2021-06-30,136.96,AAPL
2021-07-01,137.27,AAPL
2021-07-02,139.96,AAPL
2021-07-06,142.02,AAPL
2021-07-07,144.57,AAPL
2021-07-08,143.24,AAPL
2021-07-09,145.11,AAPL
2021-07-12,144.5,AAPL
2021-07-13,145.64,AAPL
2021-07-14,149.15,AAPL
2021-07-15,148.48,AAPL
2021-07-16,146.39,AAPL
2021-07-19,142.45,AAPL
2021-07-20,146.15,AAPL
2021-07-21,145.4,AAPL
2021-07-22,146.8,AAPL
2021-07-23,148.56,AAPL
2021-07-26,148.99,AAPL
2021-07-27,146.77,AAPL
2021-07-28,144.98,AAPL
2021-07-29,145.64,AAPL
2021-07-30,145.86,AAPL
2021-08-02,145.52,AAPL
2021-08-03,147.36,AAPL
2021-08-04,146.95,AAPL
2021-08-05,147.06,AAPL
2021-08-06,146.14,AAPL
2021-08-09,146.09,AAPL
2021-08-10,145.6,AAPL
2021-08-11,145.86,AAPL
2021-08-12,148.89,AAPL
2021-08-13,149.1,AAPL
2021-08-16,151.12,AAPL
2021-08-17,150.19,AAPL
2021-08-18,146.36,AAPL
2021-08-19,146.7,AAPL
2021-08-20,148.19,AAPL
2021-08-23,149.71,AAPL
2021-08-24,149.62,AAPL
2021-08-25,148.36,AAPL
2021-08-26,147.54,AAPL
2021-08-27,148.6,AAPL
2021-08-30,153.12,AAPL
2021-08-31,151.83,AAPL
2021-09-01,152.51,AAPL
2021-09-02,153.65,AAPL
2021-09-03,154.3,AAPL
2021-09-07,156.69,AAPL
2021-09-08,155.11,AAPL
2021-09-09,154.07,AAPL
2021-09-10,148.97,AAPL
2021-09-13,149.55,AAPL
2021-09-14,148.12,AAPL
2021-09-15,149.03,AAPL
2021-09-16,148.79,AAPL
2021-09-17,146.06,AAPL
2021-09-20,142.94,AAPL
2021-09-21,143.43,AAPL
2021-09-22,145.85,AAPL
2021-09-23,146.83,AAPL
2021-09-24,146.92,AAPL
2021-09-27,145.37,AAPL
2021-09-28,141.91,AAPL
2021-09-29,142.83,AAPL
2021-09-30,141.5,AAPL
2021-10-01,142.65,AAPL
2021-10-04,139.14,AAPL
2021-10-05,141.11,AAPL
2021-10-06,142.0,AAPL
2021-10-07,143.29,AAPL
2021-10-08,142.9,AAPL
2021-10-11,142.81,AAPL
2021-10-12,141.51,AAPL
2021-10-13,140.91,AAPL
2021-10-14,143.76,AAPL
2021-10-15,144.84,AAPL
2021-10-18,146.55,AAPL
2021-10-19,148.76,AAPL
2021-10-20,149.26,AAPL
2021-10-21,149.48,AAPL
2021-10-22,148.69,AAPL
2021-10-25,148.64,AAPL
2021-10-26,149.32,AAPL
2021-10-27,148.85,AAPL
2021-10-28,152.57,AAPL
2021-10-29,149.8,AAPL
2021-11-01,148.96,AAPL
2021-11-02,150.02,AAPL
2021-11-03,151.49,AAPL
2021-11-04,150.96,AAPL
2021-11-05,151.28,AAPL
2021-11-08,150.44,AAPL
2021-11-09,150.81,AAPL
2021-11-10,147.92,AAPL
2021-11-11,147.87,AAPL
2021-11-12,149.99,AAPL
2021-11-15,150.0,AAPL
2021-11-16,151.0,AAPL
2021-11-17,153.49,AAPL
2021-11-18,157.87,AAPL
2021-11-19,160.55,AAPL
2021-11-22,161.02,AAPL
2021-11-23,161.41,AAPL
2021-11-24,161.94,AAPL
2021-11-26,156.81,AAPL
2021-11-29,160.24,AAPL
2021-11-30,165.3,AAPL
2021-12-01,164.77,AAPL
2021-12-02,163.76,AAPL
2021-12-03,161.84,AAPL
2021-12-06,165.32,AAPL
2021-12-07,171.18,AAPL
2021-12-08,175.08,AAPL
2021-12-09,174.56,AAPL
2021-12-10,179.45,AAPL
2021-12-13,175.74,AAPL
2021-12-14,174.33,AAPL
2021-12-15,179.3,AAPL
2021-12-16,172.26,AAPL
2021-12-17,171.14,AAPL
2021-12-20,169.75,AAPL
2021-12-21,172.99,AAPL
2021-12-22,175.64,AAPL
2021-12-23,176.28,AAPL
2021-12-27,180.33,AAPL
2021-12-28,179.29,AAPL
2021-12-29,179.38,AAPL
2021-12-30,178.2,AAPL
2021-12-31,177.57,AAPL
2022-01-03,182.01,AAPL
2022-01-04,179.7,AAPL
2022-01-05,174.92,AAPL
2022-01-06,172.0,AAPL
2022-01-07,172.17,AAPL
2022-01-10,172.19,AAPL
2022-01-11,175.08,AAPL
2022-01-12,175.53,AAPL
2022-01-13,172.19,AAPL
2022-01-14,173.07,AAPL
2022-01-18,169.8,AAPL
2022-01-19,166.23,AAPL
2022-01-20,164.51,AAPL
2022-01-21,162.41,AAPL
2022-01-24,161.62,AAPL
2022-01-25,159.78,AAPL
2022-01-26,159.69,AAPL
2022-01-27,159.22,AAPL
2022-01-28,170.33,AAPL
2022-01-31,174.78,AAPL
2022-02-01,174.61,AAPL
2022-02-02,175.84,AAPL
2022-02-03,172.9,AAPL
2022-02-04,172.39,AAPL
2022-02-07,171.66,AAPL
2022-02-08,174.83,AAPL
2022-02-09,176.28,AAPL
2022-02-10,172.12,AAPL
2022-02-11,168.64,AAPL
2022-02-14,168.88,AAPL
2022-02-15,172.79,AAPL
2022-02-16,172.55,AAPL
2022-02-17,168.88,AAPL
2022-02-18,167.3,AAPL
2022-02-22,164.32,AAPL
2022-02-23,160.07,AAPL
2022-02-24,162.74,AAPL
2022-02-25,164.85,AAPL
2022-02-28,165.12,AAPL
2022-03-01,163.2,AAPL
2022-03-02,166.56,AAPL
2022-03-03,166.23,AAPL
2022-03-04,163.17,AAPL
2022-03-07,159.3,AAPL
2022-03-08,157.44,AAPL
2022-03-09,162.95,AAPL
2022-03-10,158.52,AAPL
2022-03-11,154.73,AAPL
2022-03-14,150.62,AAPL
2022-03-15,155.09,AAPL
2022-03-16,159.59,AAPL
2022-03-17,160.62,AAPL
2022-03-18,163.98,AAPL
2022-03-21,165.38,AAPL
2022-03-22,168.82,AAPL
2022-03-23,170.21,AAPL
2022-03-24,174.07,AAPL
2022-03-25,174.72,AAPL
2022-03-28,175.6,AAPL
2022-03-29,178.96,AAPL
2022-03-30,177.77,AAPL
2022-03-31,174.61,AAPL
2022-04-01,174.31,AAPL
2022-04-04,178.44,AAPL
2022-04-05,175.06,AAPL
2022-04-06,171.83,AAPL
2022-04-07,172.14,AAPL
2022-04-08,170.09,AAPL
2022-04-11,165.75,AAPL
2022-04-12,167.66,AAPL
2022-04-13,170.4,AAPL
2022-04-14,165.29,AAPL
2022-04-18,165.07,AAPL
2022-04-19,167.4,AAPL
2022-04-20,167.23,AAPL
2022-04-21,166.42,AAPL
2022-04-22,161.79,AAPL
2022-04-25,162.88,AAPL
2022-04-26,156.8,AAPL
2022-04-27,156.57,AAPL
2022-04-28,163.64,AAPL
2022-04-29,157.65,AAPL
2022-05-02,157.96,AAPL
2022-05-03,159.48,AAPL
2022-05-04,166.02,AAPL
2022-05-05,156.77,AAPL
2022-05-06,157.28,AAPL
2022-05-09,152.06,AAPL
2022-05-10,154.51,AAPL
2022-05-11,146.5,AAPL
2022-05-12,142.56,AAPL
2022-05-13,147.11,AAPL
2022-05-16,145.54,AAPL
2022-05-17,149.24,AAPL
2022-05-18,140.82,AAPL
2022-05-19,137.35,AAPL
2022-05-20,137.59,AAPL
2022-05-23,143.11,AAPL
2022-05-24,140.36,AAPL
2022-05-25,140.52,AAPL
2022-05-26,143.78,AAPL
2022-05-27,149.64,AAPL
2022-05-31,148.84,AAPL
2022-06-01,148.71,AAPL
2022-06-02,151.21,AAPL
2022-06-03,145.38,AAPL
2022-06-06,146.14,AAPL
2022-06-07,148.71,AAPL
2022-06-08,147.96,AAPL
2022-06-09,142.64,AAPL
2022-06-10,137.13,AAPL
2022-06-13,131.88,AAPL
2022-06-14,132.76,AAPL
2022-06-15,135.43,AAPL
2022-06-16,130.06,AAPL
2022-06-17,131.56,AAPL
2022-06-21,135.87,AAPL
2022-06-22,135.35,AAPL
2022-06-23,138.27,AAPL
2022-06-24,141.66,AAPL
2022-06-27,141.66,AAPL
2022-06-28,137.44,AAPL
2022-06-29,139.23,AAPL
2022-06-30,136.72,AAPL
2022-07-01,138.93,AAPL
2022-07-05,141.56,AAPL
2022-07-06,142.92,AAPL
2022-07-07,146.35,AAPL
2022-07-08,147.04,AAPL
2022-07-11,144.87,AAPL
2022-07-12,145.86,AAPL
2022-07-13,145.49,AAPL
2022-07-14,148.47,AAPL
2022-07-15,150.17,AAPL
2022-07-18,147.07,AAPL
2022-07-19,151.0,AAPL
2022-07-20,153.04,AAPL
2022-07-21,155.35,AAPL
2022-07-22,154.09,AAPL
2022-07-25,152.95,AAPL
2022-07-26,151.6,AAPL
2022-07-27,156.79,AAPL
2022-07-28,157.35,AAPL
2022-07-29,162.51,AAPL
2022-08-01,161.51,AAPL
2022-08-02,160.01,AAPL
2022-08-03,166.13,AAPL
2022-08-04,165.81,AAPL
2022-08-05,165.35,AAPL
2022-08-08,164.87,AAPL
2022-08-09,164.92,AAPL
2022-08-10,169.24,AAPL
2022-08-11,168.49,AAPL
2022-08-12,172.1,AAPL
2022-08-15,173.19,AAPL
2022-08-16,173.03,AAPL
2022-08-17,174.55,AAPL
2022-08-18,174.15,AAPL
2022-08-19,171.52,AAPL
2022-08-22,167.57,AAPL
2022-08-23,167.23,AAPL
2022-08-24,167.53,AAPL
2022-08-25,170.03,AAPL
2022-08-26,163.62,AAPL
2022-08-29,161.38,AAPL
2022-08-30,158.91,AAPL
2022-08-31,157.22,AAPL
2022-09-01,157.96,AAPL
2022-09-02,155.81,AAPL
2022-09-06,154.53,AAPL
2022-09-07,155.96,AAPL
2022-09-08,154.46,AAPL
2022-09-09,157.37,AAPL
2022-09-12,163.43,AAPL
2022-09-13,153.84,AAPL
2022-09-14,155.31,AAPL
2022-09-15,152.37,AAPL
2022-09-16,150.7,AAPL
2022-09-19,154.48,AAPL
2022-09-20,156.9,AAPL
2022-09-21,153.72,AAPL
2022-09-22,152.74,AAPL
2022-09-23,150.43,AAPL
2022-09-26,150.77,AAPL
2022-09-27,151.76,AAPL
2022-09-28,149.84,AAPL
2022-09-29,142.48,AAPL
2022-09-30,138.2,AAPL
2022-10-03,142.45,AAPL
2022-10-04,146.1,AAPL
2022-10-05,146.4,AAPL
2022-10-06,145.43,AAPL
2022-10-07,140.09,AAPL
2022-10-10,140.42,AAPL
2022-10-11,138.98,AAPL
2022-10-12,138.34,AAPL
2022-10-13,142.99,AAPL
2022-10-14,138.38,AAPL
2022-10-17,142.41,AAPL
2022-10-18,143.75,AAPL
2022-10-19,143.86,AAPL
2022-10-20,143.39,AAPL
2022-10-21,147.27,AAPL
2022-10-24,149.45,AAPL
2022-10-25,152.34,AAPL
2022-10-26,149.35,AAPL
2022-10-27,144.8,AAPL
2022-10-28,155.74,AAPL
2022-10-31,153.34,AAPL
2022-11-01,150.65,AAPL
2022-11-02,145.03,AAPL
2022-11-03,138.88,AAPL
2022-11-04,138.38,AAPL
2022-11-07,138.92,AAPL
2022-11-08,139.5,AAPL
2022-11-09,134.87,AAPL
2022-11-10,146.87,AAPL
2022-11-11,149.7,AAPL
2022-11-14,148.28,AAPL
2022-11-15,150.04,AAPL
2022-11-16,148.79,AAPL
2022-11-17,150.72,AAPL
2022-11-18,151.29,AAPL
2022-11-21,148.01,AAPL
2022-11-22,150.18,AAPL
2022-11-23,151.07,AAPL
2022-11-25,148.11,AAPL
2022-11-28,144.22,AAPL
2022-11-29,141.17,AAPL
2022-11-30,148.03,AAPL
2022-12-01,148.31,AAPL
2022-12-02,147.81,AAPL
2022-12-05,146.63,AAPL
2022-12-06,142.91,AAPL
2022-12-07,140.94,AAPL
2022-12-08,142.65,AAPL
2022-12-09,142.16,AAPL
2022-12-12,144.49,AAPL
2022-12-13,145.47,AAPL
2022-12-14,143.21,AAPL
2022-12-15,136.5,AAPL
2022-12-16,134.51,AAPL
2022-12-19,132.37,AAPL
2022-12-20,132.3,AAPL
2022-12-21,135.45,AAPL
2022-12-22,132.23,AAPL
2022-12-23,131.86,AAPL
2022-12-27,130.03,AAPL
2022-12-28,126.04,AAPL
2022-12-29,129.61,AAPL
2022-12-30,129.93,AAPL
2023-01-03,125.07,AAPL
2023-01-04,126.36,AAPL
2023-01-05,125.02,AAPL
2023-01-06,129.62,AAPL
2023-01-09,130.15,AAPL
2023-01-10,130.73,AAPL
2023-01-11,133.49,AAPL
2023-01-12,133.41,AAPL
2023-01-13,134.76,AAPL
2023-01-17,135.94,AAPL
2023-01-18,135.21,AAPL
2023-01-19,135.27,AAPL
2023-01-20,137.87,AAPL
2023-01-23,141.11,AAPL
2023-01-24,142.53,AAPL
2023-01-25,141.86,AAPL
2023-01-26,143.96,AAPL
2023-01-27,145.93,AAPL
2023-01-30,143.0,AAPL
2023-01-31,144.29,AAPL
2023-02-01,145.43,AAPL
2023-02-02,150.82,AAPL
2023-02-03,154.5,AAPL
2023-02-06,151.73,AAPL
2023-02-07,154.65,AAPL
2023-02-08,151.92,AAPL
2023-02-09,150.87,AAPL
2023-02-10,151.01,AAPL
2023-02-13,153.85,AAPL
2023-02-14,153.2,AAPL
2023-02-15,155.33,AAPL
2023-02-16,153.71,AAPL
2023-02-17,152.55,AAPL
2023-02-21,148.48,AAPL
2023-02-22,148.91,AAPL
2023-02-23,149.4,AAPL
2023-02-24,146.71,AAPL
2023-02-27,147.92,AAPL
2023-02-28,147.41,AAPL
2023-03-01,145.31,AAPL
2023-03-02,145.91,AAPL
2023-03-03,151.03,AAPL
2023-03-06,153.83,AAPL
2023-03-07,151.6,AAPL
2023-03-08,152.87,AAPL
2023-03-09,150.59,AAPL
2023-03-10,148.5,AAPL
2023-03-13,150.47,AAPL
2023-03-14,152.59,AAPL
2023-03-15,152.99,AAPL
2023-03-16,155.85,AAPL
2023-03-17,155.0,AAPL
2023-03-20,157.4,AAPL
2023-03-21,159.28,AAPL
2023-03-22,157.83,AAPL
2023-03-23,158.93,AAPL
2023-03-24,160.25,AAPL
2023-03-27,158.28,AAPL
2023-03-28,157.65,AAPL
2023-03-29,160.77,AAPL
2023-03-30,162.36,AAPL
2023-03-31,164.9,AAPL
2023-04-03,166.17,AAPL
2023-04-04,165.63,AAPL
2023-04-05,163.76,AAPL
2023-04-06,164.66,AAPL
2023-04-10,162.03,AAPL
2023-04-11,160.8,AAPL
2023-04-12,160.1,AAPL
2023-04-13,165.56,AAPL
2023-04-14,165.21,AAPL
2023-04-17,165.23,AAPL
2023-04-18,166.47,AAPL
2023-04-19,167.63,AAPL
2023-04-20,166.65,AAPL
2023-04-21,165.02,AAPL
2023-04-24,165.33,AAPL
2023-04-25,163.77,AAPL
2023-04-26,163.76,AAPL
2023-04-27,168.41,AAPL
2023-04-28,169.68,AAPL
2023-05-01,169.59,AAPL
2023-05-02,168.54,AAPL
2023-05-03,167.45,AAPL
2023-05-04,165.79,AAPL
2023-05-05,173.57,AAPL
2023-05-08,173.5,AAPL
2023-05-09,171.77,AAPL
2023-05-10,173.555,AAPL
2023-05-11,173.75,AAPL
2023-05-12,172.57,AAPL
2023-05-15,172.07,AAPL
2023-05-16,172.07,AAPL
2023-05-17,172.69,AAPL
2023-05-18,175.05,AAPL
2023-05-19,175.16,AAPL
2023-05-22,174.2,AAPL
2023-05-23,171.56,AAPL
2023-05-24,171.84,AAPL
2023-05-25,172.99,AAPL
2023-05-26,175.43,AAPL
2023-05-30,177.3,AAPL
2023-05-31,177.25,AAPL
2023-06-01,180.09,AAPL
2023-06-02,180.95,AAPL
2023-06-05,179.58,AAPL
2023-06-06,179.21,AAPL
2023-06-07,177.82,AAPL
2023-06-08,180.57,AAPL
2023-06-09,180.96,AAPL
2023-06-12,183.79,AAPL
2023-06-13,183.31,AAPL
2023-06-14,183.95,AAPL
2023-06-15,186.01,AAPL
2023-06-16,184.92,AAPL
2023-06-20,185.01,AAPL
2023-06-21,183.96,AAPL
2023-06-22,187.0,AAPL
2023-06-23,186.68,AAPL
2023-06-26,185.27,AAPL
2023-06-27,188.06,AAPL
2023-06-28,189.25,AAPL
2023-06-29,189.59,AAPL
2023-06-30,193.97,AAPL
2023-07-03,192.46,AAPL
2023-07-05,191.33,AAPL
2023-07-06,191.81,AAPL
2023-07-07,190.68,AAPL
2023-07-10,188.61,AAPL
2023-07-11,188.08,AAPL
2023-07-12,189.77,AAPL
2023-07-13,190.54,AAPL
2023-07-14,190.69,AAPL
2023-07-17,193.99,AAPL
2023-07-18,193.73,AAPL
2023-07-19,195.1,AAPL
2023-07-20,193.13,AAPL
2023-07-21,191.94,AAPL
2023-07-24,192.75,AAPL
2023-07-25,193.62,AAPL
2023-07-26,194.5,AAPL
2023-07-27,193.22,AAPL
2023-07-28,195.83,AAPL
2023-07-31,196.45,AAPL
2023-08-01,195.605,AAPL
2023-08-02,192.58,AAPL
2023-08-03,191.17,AAPL
2023-08-04,181.99,AAPL
2023-08-07,178.85,AAPL
2023-08-08,179.8,AAPL
2023-08-09,178.19,AAPL
2023-08-10,177.97,AAPL
2023-08-11,177.79,AAPL
2023-08-14,179.46,AAPL
2023-08-15,177.45,AAPL
2023-08-16,176.57,AAPL
2023-08-17,174.0,AAPL
2023-08-18,174.49,AAPL
2023-08-21,175.84,AAPL
2023-08-22,177.23,AAPL
2023-08-23,181.12,AAPL
2023-08-24,176.38,AAPL
2023-08-25,178.61,AAPL
2023-08-28,180.19,AAPL
2023-08-29,184.12,AAPL
2023-08-30,187.65,AAPL
2023-08-31,187.87,AAPL
2023-09-01,189.46,AAPL
2023-09-05,189.7,AAPL
2023-09-06,182.91,AAPL
2023-09-07,177.56,AAPL
2023-09-08,178.18,AAPL
2023-09-11,179.36,AAPL
2023-09-12,176.3,AAPL
2023-09-13,174.21,AAPL
2023-09-14,175.74,AAPL
2023-09-15,175.01,AAPL
2023-09-18,177.97,AAPL
2023-09-19,179.07,AAPL
2023-09-20,175.49,AAPL
2023-09-21,173.93,AAPL
2023-09-22,174.79,AAPL
2023-09-25,176.08,AAPL
2023-09-26,171.96,AAPL
2023-09-27,170.43,AAPL
2023-09-28,170.69,AAPL
2023-09-29,171.21,AAPL
2023-10-02,173.75,AAPL
2023-10-03,172.4,AAPL
2023-10-04,173.66,AAPL
2023-10-05,174.91,AAPL
2023-10-06,177.49,AAPL
2023-10-09,178.99,AAPL
2023-10-10,178.39,AAPL
2023-10-11,179.8,AAPL
2023-10-12,180.71,AAPL
2023-10-13,178.85,AAPL
2023-10-16,178.72,AAPL
2023-10-17,177.15,AAPL
2023-10-18,175.84,AAPL
2023-10-19,175.46,AAPL
2023-10-20,172.88,AAPL
2023-10-23,173.0,AAPL
2023-10-24,173.44,AAPL
2023-10-25,171.1,AAPL
2023-10-26,166.89,AAPL
2023-10-27,168.22,AAPL
2023-10-30,170.29,AAPL
2023-10-31,170.77,AAPL
2023-11-01,173.97,AAPL
2023-11-02,177.57,AAPL
2023-11-03,176.65,AAPL
2023-11-06,179.23,AAPL
2023-11-07,181.82,AAPL
2023-11-08,182.89,AAPL
2023-11-09,182.41,AAPL
2023-11-10,186.4,AAPL
2023-11-13,184.8,AAPL
2023-11-14,187.44,AAPL
2023-11-15,188.01,AAPL
2023-11-16,189.71,AAPL
2023-11-17,189.69,AAPL
2023-11-20,191.45,AAPL
2023-11-21,190.64,AAPL
2023-11-22,191.31,AAPL
2023-11-24,189.97,AAPL
2023-11-27,189.79,AAPL
2023-11-28,190.4,AAPL
2023-11-29,189.37,AAPL
2023-11-30,189.95,AAPL
2023-12-01,191.24,AAPL
2023-12-04,189.43,AAPL
2023-12-05,193.42,AAPL
2023-12-06,192.32,AAPL
2023-12-07,194.27,AAPL
2023-12-08,195.71,AAPL
2023-12-11,193.18,AAPL
2023-12-12,194.71,AAPL
2023-12-13,197.96,AAPL
2023-12-14,198.11,AAPL
2023-12-15,197.57,AAPL
2023-12-18,195.89,AAPL
2023-12-19,196.94,AAPL
2023-12-20,194.83,AAPL
2023-12-21,194.68,AAPL
2023-12-22,193.6,AAPL
2023-12-26,193.05,AAPL
2023-12-27,193.15,AAPL
2023-12-28,193.58,AAPL
2023-12-29,192.53,AAPL
2024-01-02,185.64,AAPL
2024-01-03,184.25,AAPL
2024-01-04,181.91,AAPL
2024-01-05,181.18,AAPL
2024-01-08,185.56,AAPL
2024-01-09,185.14,AAPL
2024-01-10,186.19,AAPL
2024-01-11,185.59,AAPL
2024-01-12,185.92,AAPL
2024-01-16,183.63,AAPL
2024-01-17,182.68,AAPL
2024-01-18,188.63,AAPL
2024-01-19,191.56,AAPL
2024-01-22,193.89,AAPL
2024-01-23,195.18,AAPL
2024-01-24,194.5,AAPL
2024-01-25,194.17,AAPL
2024-01-26,192.42,AAPL
2024-01-29,191.73,AAPL
2024-01-30,188.04,AAPL
2024-01-31,184.4,AAPL
2024-02-01,186.86,AAPL
2024-02-02,185.85,AAPL
2024-02-05,187.68,AAPL
2024-02-06,189.3,AAPL
2024-02-07,189.41,AAPL
2024-02-08,188.32,AAPL
2024-02-09,188.85,AAPL
2024-02-12,187.15,AAPL
2024-02-13,185.04,AAPL
2024-02-14,184.15,AAPL
2024-02-15,183.86,AAPL
2024-02-16,182.31,AAPL
